Mes;Día;Provincia;Establecimiento;NICA;Total Vales;Total Entregados;Total Cancelados;Total Incidencias;Total Devoluciones
Octubre;14;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;3;3;0;0;0
Octubre;14;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;2;2;0;0;0
Octubre;14;Sevilla;Farmacia Manuel Rider Pérez;'020476;5;3;2;0;0
Octubre;14;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;0;1;0;0
Octubre;14;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Octubre;14;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Octubre;14;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;4;1;3;0;0
Octubre;14;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Octubre;14;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;6;1;5;0;0
Octubre;14;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;2;2;0;0;0
Octubre;15;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;3;0;0;0
Octubre;15;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;2;2;0;0;0
Octubre;15;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Octubre;15;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;15;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;15;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;15;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Octubre;15;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;1;1;0;0
Octubre;15;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;2;1;1;0;0
Octubre;15;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Octubre;17;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;3;3;0;0;0
Octubre;17;Sevilla;Farmacia Fernández Rojo CB;'020363;1;1;0;0;0
Octubre;17;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Octubre;17;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Octubre;17;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Octubre;17;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;8;5;3;0;0
Octubre;17;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;3;3;0;0;0
Octubre;17;Sevilla;Farmacia Manuel Rider Pérez;'020476;2;1;1;0;0
Octubre;17;Sevilla;Farmacia PICUPHARMA CB;'020577;6;5;1;0;0
Octubre;17;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;2;1;1;0;0
Octubre;17;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Octubre;17;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Octubre;17;Sevilla;Farmacia Santiago Labrador Freire;'020138;5;5;0;0;0
Octubre;17;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;5;0;0;0
Octubre;17;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Octubre;18;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;3;3;0;0;0
Octubre;18;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;4;4;0;0;0
Octubre;18;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;1;0;0;0
Octubre;18;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Octubre;18;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;3;0;0;0
Octubre;18;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;3;3;0;0;0
Octubre;18;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Octubre;18;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;0;1;0;0
Octubre;18;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Octubre;18;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;18;Sevilla;Farmacia Fernández Rojo CB;'020363;3;3;0;0;0
Octubre;18;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;18;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Octubre;18;Sevilla;FARMACIA OJEDA CASARES;'020209;2;2;0;0;0
Octubre;18;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;2;1;1;0;0
Octubre;18;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;18;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;3;3;0;0;0
Octubre;19;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;5;5;0;0;0
Octubre;19;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;2;2;0;0;0
Octubre;19;Sevilla;Farmacia Francisco Balsera Pérez;'020439;4;3;1;0;0
Octubre;19;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;2;1;1;0;0
Octubre;19;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;2;1;1;0;0
Octubre;19;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Octubre;19;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;19;Sevilla;Farmacia Cerezuela Rodríguez, Mª Reyes;'034219;3;3;0;0;0
Octubre;19;Sevilla;Farmacia Manuel Rider Pérez;'020476;6;6;0;0;0
Octubre;19;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Octubre;19;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Octubre;19;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;1;0;0;0
Octubre;19;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;4;3;1;0;0
Octubre;20;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;4;4;0;0;0
Octubre;20;Cordoba;Farmacia Millán Gómez, Rafael;'005052;1;1;0;0;0
Octubre;20;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Octubre;20;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Octubre;20;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;1;0;0;0
Octubre;20;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Octubre;20;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;1;1;0;0;0
Octubre;20;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;20;Sevilla;Farmacia Santiago Labrador Freire;'020138;3;1;2;0;0
Octubre;20;Sevilla;FARMACIA MARTÍN ALFARO;'020438;1;1;0;0;0
Octubre;20;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;3;2;1;0;0
Octubre;20;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;3;3;0;0;0
Octubre;20;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;2;2;0;0;0
Octubre;21;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Octubre;21;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;2;1;1;0;0
Octubre;21;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;4;4;0;0;0
Octubre;21;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;3;0;0;0
Octubre;21;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Santa Aurelia CB;'019907;4;4;0;0;0
Octubre;21;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;21;Sevilla;Farmacia PICUPHARMA CB;'020577;6;6;0;0;0
Octubre;21;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;1;0;0;0
Octubre;21;Sevilla;Farmacia Bernabeu Bou, Rocío;'019976;4;4;0;0;0
Octubre;21;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;2;1;1;0;0
Octubre;21;Sevilla;Farmacia Francisco Balsera Pérez;'020439;5;4;1;0;0
Octubre;21;Sevilla;Farmacia Santiago Labrador Freire;'020138;3;1;2;0;0
Octubre;21;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;21;Granada;Farmacia Roman Merchán CB;'022869;1;1;0;0;0
Octubre;21;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;3;2;1;0;0
Octubre;22;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;1;0;0;0
Octubre;22;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Octubre;22;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;1;1;0;0;0
Octubre;22;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;22;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;22;Granada;Farmacia Roman Merchán CB;'022869;1;1;0;0;0
Octubre;22;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;1;1;0;0;0
Octubre;22;Granada;Farmacia Rodriguez Gallego, Mónica del Carmen;'022935;1;1;0;0;0
Octubre;23;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Octubre;24;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;5;5;0;0;0
Octubre;24;Sevilla;Farmacia Fernández Rojo CB;'020363;5;4;1;0;0
Octubre;24;Sevilla;Farmacia Francisco Balsera Pérez;'020439;7;6;1;0;0
Octubre;24;Sevilla;Farmacia Santiago Labrador Freire;'020138;2;1;1;0;0
Octubre;24;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;2;2;0;0;0
Octubre;24;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;3;3;0;0;0
Octubre;24;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;2;2;0;0;0
Octubre;24;Sevilla;Farmacia Moya Flores, Marta;'020519;2;2;0;0;0
Octubre;24;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;1;1;0;0;0
Octubre;24;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;1;1;0;0;0
Octubre;24;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;1;1;0;0;0
Octubre;24;Sevilla;Farmacia Campo de las Beatas CB;'020372;2;2;0;0;0
Octubre;24;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;24;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;0;1;0;0
Octubre;24;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Octubre;24;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;3;1;2;0;0
Octubre;24;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;1;0;0;0
Octubre;24;Granada;Farmacia Rodriguez Gallego, Mónica del Carmen;'022935;1;1;0;0;0
Octubre;24;Granada;Farmacia Garrido CB;'022978;1;1;0;0;0
Octubre;25;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Octubre;25;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;3;0;0;0
Octubre;25;Sevilla;Farmacia Menayo Mena, Federico;'020270;2;2;0;0;0
Octubre;25;Sevilla;Farmacia Santiago Labrador Freire;'020138;1;1;0;0;0
Octubre;25;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;3;3;0;0;0
Octubre;25;Sevilla;Farmacia Santa Aurelia CB;'019907;2;2;0;0;0
Octubre;25;Sevilla;Farmacia PICUPHARMA CB;'020577;1;1;0;0;0
Octubre;25;Sevilla;Farmacia Bernabeu Bou, Rocío;'019976;4;4;0;0;0
Octubre;25;Sevilla;Farmacia Aguilera Ibañez, Mª Luisa;'020321;1;1;0;0;0
Octubre;25;Sevilla;Farmacia Franco Madera, Joaquín Manuel;'019915;2;2;0;0;0
Octubre;25;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;3;3;0;0;0
Octubre;25;Sevilla;FARMACIA OJEDA CASARES;'020209;1;0;1;0;0
Octubre;25;Sevilla;Farmacia Campo de las Beatas CB;'020372;1;1;0;0;0
Octubre;25;Granada;Farmacia Garrido CB;'022978;2;2;0;0;0
Octubre;25;Granada;Farmacia Roman Merchán CB;'022869;1;1;0;0;0
Octubre;26;Cordoba;Farmacia Millán Gómez, Rafael;'005052;2;1;1;0;0
Octubre;26;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Octubre;26;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;1;1;0;0;0
Octubre;26;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;4;2;2;0;0
Octubre;26;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Octubre;26;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Octubre;26;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;3;3;0;0;0
Octubre;26;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;4;0;0;0
Octubre;26;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Octubre;26;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;2;0;0;0
Octubre;26;Sevilla;FARMACIA MARTÍN ALFARO;'020438;2;2;0;0;0
Octubre;26;Sevilla;Farmacia Menayo Mena, Federico;'020270;1;1;0;0;0
Octubre;26;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Octubre;26;Sevilla;Farmacia Campo de las Beatas CB;'020372;1;1;0;0;0
Octubre;26;Sevilla;Farmacia Cerezuela Rodríguez, Mª Reyes;'034219;2;1;1;0;0
Octubre;26;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;26;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;6;1;5;0;0
Octubre;26;Sevilla;Farmacia Franco Madera, Joaquín Manuel;'019915;1;1;0;0;0
Octubre;26;Sevilla;Farmacia Manuel Rider Pérez;'020476;2;2;0;0;0
Octubre;26;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;5;2;3;0;0
Octubre;26;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;2;2;0;0;0
Octubre;26;Granada;Farmacia Garrido CB;'022978;1;1;0;0;0
Octubre;26;Granada;Farmacia Roman Merchán CB;'022869;1;1;0;0;0
Octubre;26;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;4;2;2;0;0
Octubre;26;Cadiz;Farmacia Pérez López, Sandra;'041558;1;1;0;0;0
Octubre;26;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;1;1;0;0;0
Octubre;27;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;1;1;0;0;0
Octubre;27;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;2;2;0;0;0
Octubre;27;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;7;7;0;0;0
Octubre;27;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;2;2;0;0;0
Octubre;27;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;3;3;0;0;0
Octubre;27;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;3;2;1;0;0
Octubre;27;Sevilla;Farmacia Menayo Mena, Federico;'020270;3;3;0;0;0
Octubre;27;Sevilla;Farmacia La Botica Blanca CB;'020081;2;2;0;0;0
Octubre;27;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;3;1;2;0;0
Octubre;27;Sevilla;Farmacia Santa Aurelia CB;'019907;4;4;0;0;0
Octubre;27;Sevilla;Farmacia Burgos 9 CB;'034243;8;3;4;1;0
Octubre;27;Sevilla;Farmacia Campo de las Beatas CB;'020372;4;4;0;0;0
Octubre;27;Sevilla;Farmacia Zoilo Pazos Ramírez;'040029;2;2;0;0;0
Octubre;27;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;3;1;2;0;0
Octubre;27;Sevilla;FARMACIA MARÍA PAZ TORNOS MAURY;'039967;1;1;0;0;0
Octubre;27;Sevilla;Farmacia Santiago Labrador Freire;'020138;5;3;2;0;0
Octubre;27;Sevilla;Farmacia Aguilera Ibañez, Mª Luisa;'020321;1;1;0;0;0
Octubre;27;Sevilla;Farmacia Manuel Rider Pérez;'020476;4;4;0;0;0
Octubre;27;Sevilla;Farmacia Troncoso López, Pablo;'020222;1;1;0;0;0
Octubre;27;Cadiz;Farmacia Vázquez Reyes, Luis Beltran;'002198;1;1;0;0;0
Octubre;27;Cadiz;Farmacia Marín Magán, Francisco José;'002421;1;1;0;0;0
Octubre;27;Granada;Farmacia Roman Merchán CB;'022869;2;2;0;0;0
Octubre;27;Granada;Farmacia Garrido CB;'022978;1;1;0;0;0
Octubre;27;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;3;2;1;0;0
Octubre;27;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;1;1;0;0;0
Octubre;28;Cadiz;Farmacia Vázquez Reyes, Luis Beltran;'002198;1;1;0;0;0
Octubre;28;Cadiz;Farmacia Pérez López, Sandra;'041558;3;3;0;0;0
Octubre;28;Cadiz;Farmacia Marín Magán, Francisco José;'002421;2;0;2;0;0
Octubre;28;Granada;Farmacia Roman Merchán CB;'022869;2;2;0;0;0
Octubre;28;Granada;Farmacia Rodriguez Gallego, Mónica del Carmen;'022935;1;1;0;0;0
Octubre;28;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;2;1;1;0;0
Octubre;28;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;7;7;0;0;0
Octubre;28;Sevilla;Farmacia Menayo Mena, Federico;'020270;2;2;0;0;0
Octubre;28;Sevilla;Farmacia Leopoldo González Sanz de Andino;'020480;2;2;0;0;0
Octubre;28;Sevilla;Farmacia Francisco Balsera Pérez;'020439;2;2;0;0;0
Octubre;28;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;2;2;0;0;0
Octubre;28;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Octubre;28;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;1;1;0;0;0
Octubre;28;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Octubre;28;Sevilla;Farmacia La Botica Blanca CB;'020081;1;0;1;0;0
Octubre;28;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;1;0;0;0
Octubre;28;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;7;7;0;0;0
Octubre;28;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;2;2;0;0;0
Octubre;28;Sevilla;Farmacia Burgos 9 CB;'034243;1;0;1;0;0
Octubre;28;Sevilla;Farmacia Campo de las Beatas CB;'020372;3;3;0;0;0
Octubre;28;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Octubre;28;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;1;1;0;0;0
Octubre;28;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Octubre;28;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;1;1;0;0;0
Octubre;28;Sevilla;Farmacia Santiago Labrador Freire;'020138;4;2;2;0;0
Octubre;28;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;1;1;0;0;0
Octubre;28;Sevilla;Farmacia Franco Madera, Joaquín Manuel;'019915;2;2;0;0;0
Octubre;28;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;1;0;0;0
Octubre;28;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;28;Sevilla;Farmacia Castellano Nogales, Jimena;'020481;1;1;0;0;0
Octubre;28;Almeria;Farmacia Arenas Sánchez, Adela;'040764;1;0;1;0;0
Octubre;28;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;2;1;0;0
Octubre;28;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;3;1;2;0;0
Octubre;28;Jaen;Farmacia Tutau Gómez, José Fernando;'004778;1;1;0;0;0
Octubre;29;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;1;1;0;0;0
Octubre;29;Cordoba;Farmacia Cruz Padilla, Práxedes;'018558;3;2;1;0;0
Octubre;29;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;1;1;0;0;0
Octubre;29;Sevilla;Farmacia Jaime Román Alvarado;'019811;1;1;0;0;0
Octubre;29;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;1;1;0;0;0
Octubre;29;Sevilla;Farmacia Santa Aurelia CB;'019907;1;1;0;0;0
Octubre;29;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;2;2;0;0;0
Octubre;29;Sevilla;Farmacia Beato Blanco, Rosalía;'020339;1;1;0;0;0
Octubre;29;Sevilla;Farmacia Ángel María Ariza Abascal;'020251;1;0;1;0;0
Octubre;29;Cadiz;Farmacia Mas Bernad, José Antonio;'002202;1;1;0;0;0
Octubre;29;Granada;Farmacia Vivela;'022929;1;1;0;0;0
Octubre;29;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;2;2;0;0;0
Octubre;29;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;3;3;0;0;0
Octubre;30;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;1;1;0;0;0
Octubre;30;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;30;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;1;1;0;0;0
Octubre;31;Cadiz;Farmacia Marín Magán, Francisco José;'002421;1;1;0;0;0
Octubre;31;Cadiz;Farmacia Agarrado Luna, José Antonio;'002192;2;2;0;0;0
Octubre;31;Cadiz;Farmacia Vázquez Reyes, Luis Beltran;'002198;2;2;0;0;0
Octubre;31;Cadiz;Farmacia Pérez López, Sandra;'041558;1;1;0;0;0
Octubre;31;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;1;0;1;0;0
Octubre;31;Cordoba;Farmacia Millán Gómez, Rafael;'005052;1;1;0;0;0
Octubre;31;Cordoba;"Farmacia Casaño Salido, Rafael; Casaño de Cuevas, Rafael";'018156;2;2;0;0;0
Octubre;31;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;3;3;0;0;0
Octubre;31;Sevilla;Farmacia Martagón Barrero, Rocío;'020218;2;2;0;0;0
Octubre;31;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;4;4;0;0;0
Octubre;31;Sevilla;Farmacia Francisco Balsera Pérez;'020439;4;3;1;0;0
Octubre;31;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;1;1;0;0;0
Octubre;31;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;1;1;0;0;0
Octubre;31;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;1;1;0;0
Octubre;31;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;6;6;0;0;0
Octubre;31;Sevilla;Farmacia PICUPHARMA CB;'020577;3;2;1;0;0
Octubre;31;Sevilla;Farmacia Manuel Rider Pérez;'020476;1;0;1;0;0
Octubre;31;Sevilla;Farmacia Campo de las Beatas CB;'020372;4;4;0;0;0
Octubre;31;Sevilla;Farmacia Burgos 9 CB;'034243;7;3;4;0;0
Octubre;31;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Octubre;31;Sevilla;Farmacia Balsera Fernandez, Encarnación;'019813;1;1;0;0;0
Octubre;31;Sevilla;Farmacia Franco Madera, Joaquín Manuel;'019915;2;2;0;0;0
Octubre;31;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;4;2;2;0;0
Octubre;31;Sevilla;Farmacia Menayo Mena, Federico;'020270;2;2;0;0;0
Octubre;31;Granada;Farmacia Roman Merchán CB;'022869;3;3;0;0;0
Octubre;31;Granada;Farmacia Rodriguez Gallego, Mónica del Carmen;'022935;1;1;0;0;0
Octubre;31;Granada;FARMACIA F.J. VALERO SÁNCHEZ;'023043;5;3;2;0;0
Octubre;31;Almeria;Farmacia Arenas Sánchez, Adela;'040764;5;0;5;0;0
Octubre;31;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;3;2;1;0;0
Noviembre;1;Sevilla;Farmacia Muñoz Muñoz, Nuria;'040412;1;1;0;0;0
Noviembre;1;Sevilla;FARMACIA MARTÍN ALFARO;'020438;4;4;0;0;0
Noviembre;1;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;3;3;0;0;0
Noviembre;1;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;4;4;0;0;0
Noviembre;1;Sevilla;Farmacia Santiago Labrador Freire;'020138;8;6;2;0;0
Noviembre;1;Malaga;Farmacia Mingorance Gutiérrez Antonio;'004297;3;1;2;0;0
Noviembre;1;Huelva;Farmacia Martin Fernandez, Mercedes;'023119;2;2;0;0;0
Noviembre;2;Sevilla;Farmacia Moya Flores, Marta;'020519;1;0;1;0;0
Noviembre;2;Sevilla;Farmacia Lahoz Recuero, Cándido Miguel;'020137;1;1;0;0;0
Noviembre;2;Sevilla;Farmacia Marín Bustamante, Concepción;'020473;7;7;0;0;0
Noviembre;2;Sevilla;Farmacia Fernández Rojo CB;'020363;4;4;0;0;0
Noviembre;2;Sevilla;Farmacia Amador Ballesteros, Purificación;'040194;4;4;0;0;0
Noviembre;2;Sevilla;Farmacia PICUPHARMA CB;'020577;3;3;0;0;0
Noviembre;2;Sevilla;Farmacia Franco Madera, Joaquín Manuel;'019915;1;1;0;0;0
Noviembre;2;Sevilla;Farmacia Curiel Lopez, Juan Francisco;'020554;2;2;0;0;0
Noviembre;2;Sevilla;Farmacia Oblaré Román, María del Mar;'039990;3;3;0;0;0
Noviembre;2;Sevilla;Farmacia Mª Luisa Pareja Domínguez;'020117;2;2;0;0;0
Noviembre;2;Sevilla;Farmacia Jaime Román Alvarado;'019811;2;2;0;0;0
Noviembre;2;Sevilla;Farmacia Manuel Rider Pérez;'020476;3;0;3;0;0
Noviembre;2;Sevilla;Farmacia Campo de las Beatas CB;'020372;3;3;0;0;0
Noviembre;2;Sevilla;Farmacia La Botica Blanca CB;'020081;4;4;0;0;0
Noviembre;2;Sevilla;Farmacia Santa Aurelia CB;'019907;3;3;0;0;0
Noviembre;2;Sevilla;Farmacia Mª.Carmen Sánchez López CB;'020532;4;3;1;0;0
Noviembre;2;Sevilla;Farmacia Rosa Mª Rodrigo Calvo;'020397;4;4;0;0;0
Noviembre;2;Sevilla;Farmacia Burgos 9 CB;'034243;5;2;3;0;0
Noviembre;2;Sevilla;FARMACIA MARTÍN ALFARO;'020438;2;2;0;0;0
Noviembre;2;Sevilla;Farmacia Francisco Balsera Pérez;'020439;1;1;0;0;0
Noviembre;2;Sevilla;Farmacia Barea Ledesma, Juan Luis;'020467;2;1;1;0;0
