Mes;dia;Provincia;TotalVales;TotalEntregados;TotalCancelados;TotalIncidencias;TotalDevoluciones
Noviembre;10;Cadiz;2;2;0;0;0
Noviembre;10;Almeria;5;5;0;0;0
Noviembre;10;Almeria;1;0;1;0;0
Noviembre;10;Almeria;1;1;0;0;0
Noviembre;10;Granada;4;1;3;0;0
Noviembre;10;Granada;2;2;0;0;0
Noviembre;10;Granada;4;0;4;0;0
Noviembre;10;Granada;1;1;0;0;0
Noviembre;10;Granada;2;0;2;0;0
Noviembre;10;Granada;1;1;0;0;0
Noviembre;10;Granada;3;2;1;0;0
Noviembre;10;Granada;3;0;3;0;0
Noviembre;10;Granada;2;2;0;0;0
Noviembre;10;Cordoba;1;0;1;0;0
Noviembre;10;Jaen;1;1;0;0;0
Noviembre;10;Malaga;2;2;0;0;0
Noviembre;10;Huelva;3;1;2;0;0
Noviembre;10;Huelva;4;3;1;0;0
Noviembre;10;Huelva;1;1;0;0;0
Noviembre;11;Cadiz;4;4;0;0;0
Noviembre;11;Cadiz;4;2;0;2;0
Noviembre;11;Cadiz;4;2;2;0;0
Noviembre;11;Cadiz;2;2;0;0;0
Noviembre;11;Cadiz;1;1;0;0;0
Noviembre;11;Cadiz;1;1;0;0;0
Noviembre;11;Cadiz;1;1;0;0;0
Noviembre;11;Cadiz;2;2;0;0;0
Noviembre;11;Cadiz;1;1;0;0;0
Noviembre;11;Huelva;2;2;0;0;0
Noviembre;11;Huelva;2;0;2;0;0
Noviembre;11;Huelva;3;2;1;0;0
Noviembre;11;Huelva;2;0;2;0;0
Noviembre;11;Sevilla;11;9;2;0;0
Noviembre;11;Sevilla;3;1;2;0;0
Noviembre;11;Sevilla;7;3;4;0;0
Noviembre;11;Sevilla;4;2;2;0;0
Noviembre;11;Sevilla;4;4;0;0;0
Noviembre;11;Sevilla;2;2;0;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;3;2;1;0;0
Noviembre;11;Sevilla;1;0;1;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;6;6;0;0;0
Noviembre;11;Sevilla;2;1;1;0;0
Noviembre;11;Sevilla;3;3;0;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;6;5;1;0;0
Noviembre;11;Sevilla;4;4;0;0;0
Noviembre;11;Sevilla;3;0;3;0;0
Noviembre;11;Sevilla;6;0;6;0;0
Noviembre;11;Sevilla;2;2;0;0;0
Noviembre;11;Sevilla;5;5;0;0;0
Noviembre;11;Sevilla;1;0;0;1;0
Noviembre;11;Sevilla;2;1;1;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;4;1;3;0;0
Noviembre;11;Sevilla;2;2;0;0;0
Noviembre;11;Sevilla;3;3;0;0;0
Noviembre;11;Sevilla;2;2;0;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;2;1;1;0;0
Noviembre;11;Sevilla;1;1;0;0;0
Noviembre;11;Sevilla;2;2;0;0;0
Noviembre;11;Sevilla;2;2;0;0;0
Noviembre;11;Sevilla;5;2;3;0;0
Noviembre;11;Sevilla;1;0;1;0;0
Noviembre;11;Jaen;1;1;0;0;0
Noviembre;11;Jaen;2;1;1;0;0
Noviembre;11;Granada;1;1;0;0;0
Noviembre;11;Granada;6;2;4;0;0
Noviembre;11;Granada;1;1;0;0;0
Noviembre;11;Granada;1;1;0;0;0
Noviembre;11;Granada;1;1;0;0;0
Noviembre;11;Granada;2;1;1;0;0
Noviembre;11;Granada;2;2;0;0;0
Noviembre;11;Granada;2;2;0;0;0
Noviembre;11;Granada;5;1;4;0;0
Noviembre;11;Granada;3;1;2;0;0
Noviembre;11;Granada;1;1;0;0;0
Noviembre;11;Granada;1;0;1;0;0
Noviembre;11;Granada;3;0;3;0;0
Noviembre;11;Almeria;2;2;0;0;0
Noviembre;11;Almeria;2;2;0;0;0
Noviembre;11;Cordoba;1;1;0;0;0
Noviembre;11;Malaga;1;0;1;0;0
Noviembre;11;Malaga;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;2;2;0;0;0
Noviembre;12;Sevilla;3;1;2;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;3;3;0;0;0
Noviembre;12;Sevilla;1;0;1;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;3;0;3;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;1;0;0;0
Noviembre;12;Sevilla;1;0;1;0;0
Noviembre;12;Sevilla;5;3;2;0;0
Noviembre;12;Huelva;1;0;1;0;0
Noviembre;12;Huelva;6;3;3;0;0
Noviembre;12;Granada;1;1;0;0;0
Noviembre;12;Granada;2;0;2;0;0
Noviembre;12;Granada;1;1;0;0;0
Noviembre;12;Granada;2;2;0;0;0
Noviembre;12;Granada;3;0;3;0;0
Noviembre;12;Granada;2;0;2;0;0
Noviembre;12;Granada;1;1;0;0;0
Noviembre;12;Cordoba;1;1;0;0;0
Noviembre;12;Almeria;3;0;3;0;0
Noviembre;12;Cadiz;1;1;0;0;0
Noviembre;12;Cadiz;1;1;0;0;0
Noviembre;12;Cadiz;1;1;0;0;0
Noviembre;12;Malaga;3;3;0;0;0
Noviembre;13;Cordoba;3;1;2;0;0
Noviembre;13;Malaga;1;1;0;0;0
Noviembre;13;Sevilla;5;0;5;0;0
Noviembre;13;Sevilla;1;1;0;0;0
Noviembre;13;Sevilla;2;2;0;0;0
Noviembre;13;Sevilla;3;0;3;0;0
Noviembre;13;Sevilla;2;1;1;0;0
Noviembre;13;Granada;2;2;0;0;0
Noviembre;14;Cadiz;1;1;0;0;0
Noviembre;14;Cadiz;6;5;0;1;0
Noviembre;14;Cadiz;1;1;0;0;0
Noviembre;14;Cadiz;1;1;0;0;0
Noviembre;14;Cadiz;1;1;0;0;0
Noviembre;14;Cadiz;1;0;1;0;0
Noviembre;14;Cadiz;3;3;0;0;0
Noviembre;14;Cadiz;2;2;0;0;0
Noviembre;14;Cadiz;2;2;0;0;0
Noviembre;14;Cadiz;1;1;0;0;0
Noviembre;14;Cadiz;2;2;0;0;0
Noviembre;14;Cadiz;1;1;0;0;0
Noviembre;14;Granada;2;1;0;1;0
Noviembre;14;Granada;4;3;1;0;0
Noviembre;14;Granada;5;2;3;0;0
Noviembre;14;Granada;7;2;5;0;0
Noviembre;14;Granada;1;1;0;0;0
Noviembre;14;Granada;1;1;0;0;0
Noviembre;14;Granada;5;1;4;0;0
Noviembre;14;Granada;1;1;0;0;0
Noviembre;14;Granada;2;1;1;0;0
Noviembre;14;Granada;4;2;2;0;0
Noviembre;14;Granada;3;3;0;0;0
Noviembre;14;Granada;5;2;3;0;0
Noviembre;14;Granada;2;2;0;0;0
Noviembre;14;Granada;1;1;0;0;0
Noviembre;14;Granada;1;0;0;1;0
Noviembre;14;Huelva;7;1;6;0;0
Noviembre;14;Huelva;1;1;0;0;0
Noviembre;14;Huelva;1;1;0;0;0
Noviembre;14;Huelva;3;2;1;0;0
Noviembre;14;Huelva;4;0;4;0;0
Noviembre;14;Sevilla;4;4;0;0;0
Noviembre;14;Sevilla;5;4;1;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;8;5;0;3;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;4;2;2;0;0
Noviembre;14;Sevilla;2;2;0;0;0
Noviembre;14;Sevilla;5;5;0;0;0
Noviembre;14;Sevilla;3;3;0;0;0
Noviembre;14;Sevilla;3;1;2;0;0
Noviembre;14;Sevilla;2;1;1;0;0
Noviembre;14;Sevilla;8;5;3;0;0
Noviembre;14;Sevilla;3;1;2;0;0
Noviembre;14;Sevilla;3;3;0;0;0
Noviembre;14;Sevilla;2;2;0;0;0
Noviembre;14;Sevilla;4;4;0;0;0
Noviembre;14;Sevilla;6;4;2;0;0
Noviembre;14;Sevilla;7;0;7;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;6;3;3;0;0
Noviembre;14;Sevilla;2;2;0;0;0
Noviembre;14;Sevilla;8;2;6;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;4;2;2;0;0
Noviembre;14;Sevilla;4;4;0;0;0
Noviembre;14;Sevilla;4;2;2;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;2;1;1;0;0
Noviembre;14;Sevilla;4;2;2;0;0
Noviembre;14;Sevilla;8;8;0;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;2;2;0;0;0
Noviembre;14;Sevilla;2;1;1;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;4;4;0;0;0
Noviembre;14;Sevilla;5;3;2;0;0
Noviembre;14;Sevilla;2;1;1;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;2;2;0;0;0
Noviembre;14;Sevilla;6;2;4;0;0
Noviembre;14;Sevilla;1;0;1;0;0
Noviembre;14;Sevilla;3;1;2;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;3;2;1;0;0
Noviembre;14;Sevilla;1;1;0;0;0
Noviembre;14;Sevilla;2;2;0;0;0
Noviembre;14;Almeria;7;4;3;0;0
Noviembre;14;Malaga;5;4;1;0;0
Noviembre;14;Cordoba;5;3;2;0;0
Noviembre;14;Cordoba;2;2;0;0;0
Noviembre;14;Jaen;1;1;0;0;0
Noviembre;15;Cadiz;3;3;0;0;0
Noviembre;15;Cadiz;5;5;0;0;0
Noviembre;15;Cadiz;2;2;0;0;0
Noviembre;15;Cadiz;4;3;1;0;0
Noviembre;15;Cadiz;1;1;0;0;0
Noviembre;15;Cadiz;1;1;0;0;0
Noviembre;15;Cadiz;3;3;0;0;0
Noviembre;15;Cadiz;7;5;2;0;0
Noviembre;15;Cadiz;3;3;0;0;0
Noviembre;15;Cadiz;1;1;0;0;0
Noviembre;15;Cadiz;1;1;0;0;0
Noviembre;15;Cadiz;3;1;2;0;0
Noviembre;15;Cadiz;1;1;0;0;0
Noviembre;15;Sevilla;4;2;0;2;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;2;2;0;0;0
Noviembre;15;Sevilla;5;1;4;0;0
Noviembre;15;Sevilla;3;2;1;0;0
Noviembre;15;Sevilla;3;2;1;0;0
Noviembre;15;Sevilla;4;4;0;0;0
Noviembre;15;Sevilla;4;4;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;3;1;2;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;10;2;8;0;0
Noviembre;15;Sevilla;3;1;2;0;0
Noviembre;15;Sevilla;2;0;2;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;3;3;0;0;0
Noviembre;15;Sevilla;7;1;6;0;0
Noviembre;15;Sevilla;3;0;3;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;4;4;0;0;0
Noviembre;15;Sevilla;4;4;0;0;0
Noviembre;15;Sevilla;3;2;1;0;0
Noviembre;15;Sevilla;8;4;4;0;0
Noviembre;15;Sevilla;2;2;0;0;0
Noviembre;15;Sevilla;2;2;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;3;2;1;0;0
Noviembre;15;Sevilla;2;2;0;0;0
Noviembre;15;Sevilla;5;3;2;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;9;3;6;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;5;5;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;2;2;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;2;1;1;0;0
Noviembre;15;Sevilla;4;3;1;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Sevilla;8;4;4;0;0
Noviembre;15;Sevilla;2;1;1;0;0
Noviembre;15;Sevilla;2;2;0;0;0
Noviembre;15;Sevilla;1;1;0;0;0
Noviembre;15;Almeria;1;1;0;0;0
Noviembre;15;Almeria;2;2;0;0;0
Noviembre;15;Almeria;1;1;0;0;0
Noviembre;15;Granada;4;1;3;0;0
Noviembre;15;Granada;3;3;0;0;0
Noviembre;15;Granada;4;1;3;0;0
Noviembre;15;Granada;3;3;0;0;0
Noviembre;15;Granada;2;2;0;0;0
Noviembre;15;Granada;6;2;4;0;0
Noviembre;15;Granada;5;5;0;0;0
Noviembre;15;Granada;1;1;0;0;0
Noviembre;15;Granada;1;1;0;0;0
Noviembre;15;Granada;1;0;1;0;0
Noviembre;15;Granada;1;1;0;0;0
Noviembre;15;Granada;2;2;0;0;0
Noviembre;15;Granada;4;1;3;0;0
Noviembre;15;Granada;1;1;0;0;0
Noviembre;15;Cordoba;6;5;1;0;0
Noviembre;15;Cordoba;6;3;3;0;0
Noviembre;15;Cordoba;1;0;1;0;0
Noviembre;15;Cordoba;1;1;0;0;0
Noviembre;15;Huelva;2;2;0;0;0
Noviembre;15;Huelva;1;1;0;0;0
Noviembre;15;Huelva;2;2;0;0;0
Noviembre;15;Huelva;2;0;2;0;0
Noviembre;15;Jaen;1;1;0;0;0
Noviembre;15;Jaen;2;2;0;0;0
Noviembre;15;Jaen;1;1;0;0;0
Noviembre;15;Jaen;2;1;1;0;0
Noviembre;15;Jaen;1;1;0;0;0
Noviembre;15;Jaen;1;1;0;0;0
Noviembre;15;Malaga;1;0;1;0;0
Noviembre;16;Sevilla;3;2;0;1;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;4;3;1;0;0
Noviembre;16;Sevilla;3;2;0;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;4;4;0;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;1;0;1;0;0
Noviembre;16;Sevilla;3;2;1;0;0
Noviembre;16;Sevilla;2;1;1;0;0
Noviembre;16;Sevilla;1;0;1;0;0
Noviembre;16;Sevilla;7;3;4;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;8;0;8;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;2;1;1;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;8;2;6;0;0
Noviembre;16;Sevilla;6;0;6;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;1;0;1;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;16;1;15;0;0
Noviembre;16;Sevilla;2;2;0;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;2;1;1;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Sevilla;1;0;1;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;3;3;0;0;0
Noviembre;16;Sevilla;2;0;2;0;0
Noviembre;16;Sevilla;2;1;1;0;0
Noviembre;16;Sevilla;1;1;0;0;0
Noviembre;16;Almeria;2;2;0;0;0
Noviembre;16;Almeria;1;1;0;0;0
Noviembre;16;Almeria;1;1;0;0;0
Noviembre;16;Almeria;3;1;1;1;0
Noviembre;16;Almeria;1;1;0;0;0
Noviembre;16;Cadiz;2;2;0;0;0
Noviembre;16;Cadiz;5;5;0;0;0
Noviembre;16;Cadiz;6;6;0;0;0
Noviembre;16;Cadiz;5;5;0;0;0
Noviembre;16;Cadiz;2;2;0;0;0
Noviembre;16;Cadiz;2;1;1;0;0
Noviembre;16;Cadiz;1;1;0;0;0
Noviembre;16;Cadiz;6;6;0;0;0
Noviembre;16;Cadiz;1;1;0;0;0
Noviembre;16;Cadiz;3;3;0;0;0
Noviembre;16;Cadiz;1;1;0;0;0
Noviembre;16;Cadiz;1;1;0;0;0
Noviembre;16;Cadiz;2;2;0;0;0
Noviembre;16;Cadiz;3;1;2;0;0
Noviembre;16;Cadiz;2;2;0;0;0
Noviembre;16;Cadiz;3;1;2;0;0
Noviembre;16;Cordoba;2;2;0;0;0
Noviembre;16;Cordoba;8;5;3;0;0
Noviembre;16;Cordoba;3;2;1;0;0
Noviembre;16;Cordoba;1;1;0;0;0
Noviembre;16;Cordoba;4;4;0;0;0
Noviembre;16;Cordoba;1;1;0;0;0
Noviembre;16;Cordoba;1;1;0;0;0
Noviembre;16;Huelva;1;0;1;0;0
Noviembre;16;Huelva;2;2;0;0;0
Noviembre;16;Huelva;7;2;5;0;0
Noviembre;16;Huelva;1;1;0;0;0
Noviembre;16;Huelva;1;1;0;0;0
Noviembre;16;Huelva;2;2;0;0;0
Noviembre;16;Huelva;2;2;0;0;0
Noviembre;16;Granada;4;0;4;0;0
Noviembre;16;Granada;10;2;8;0;0
Noviembre;16;Granada;1;1;0;0;0
Noviembre;16;Granada;4;3;1;0;0
Noviembre;16;Granada;2;2;0;0;0
Noviembre;16;Granada;7;3;4;0;0
Noviembre;16;Granada;4;4;0;0;0
Noviembre;16;Granada;3;3;0;0;0
Noviembre;16;Granada;1;0;1;0;0
Noviembre;16;Granada;1;1;0;0;0
Noviembre;16;Granada;3;1;2;0;0
Noviembre;16;Granada;3;1;1;1;0
Noviembre;16;Granada;3;0;3;0;0
Noviembre;16;Granada;1;1;0;0;0
Noviembre;16;Granada;1;1;0;0;0
Noviembre;16;Granada;1;1;0;0;0
Noviembre;16;Jaen;4;4;0;0;0
Noviembre;16;Jaen;4;2;2;0;0
Noviembre;16;Jaen;1;1;0;0;0
Noviembre;16;Malaga;5;4;1;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;4;2;2;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;1;0;1;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;6;4;2;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;7;7;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;9;3;0;6;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;1;0;1;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;5;5;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;5;5;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;3;2;1;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;2;2;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Sevilla;4;4;0;0;0
Noviembre;17;Sevilla;3;3;0;0;0
Noviembre;17;Sevilla;1;1;0;0;0
Noviembre;17;Cadiz;4;4;0;0;0
